"numero_aula";"codigo_aula";"modulo";"nome_modulo";"status_aula";"tipo_aula";"titulo_aula";"arquivo_md";"conteudo_principal";"fonte_decisao";"regra_continuidade"
"350";"M13.40";"M13";"Persistencia Java: JDBC, JPA, Hibernate e Spring Data";"CONCLUIDA_GERADA";"Aula pratica guiada";"Migrations integradas com persistencia";"350_M13_40_MIGRATIONS_INTEGRADAS_COM_PERSISTENCIA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"351";"M13.41";"M13";"Persistencia Java: JDBC, JPA, Hibernate e Spring Data";"CONCLUIDA_GERADA";"Projeto pratico guiado";"Projeto persistencia OS parte 1";"351_M13_41_PROJETO_PERSISTENCIA_OS_PARTE_1_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"352";"M13.42";"M13";"Persistencia Java: JDBC, JPA, Hibernate e Spring Data";"CONCLUIDA_GERADA";"Projeto pratico guiado";"Projeto persistencia OS parte 2";"352_M13_42_PROJETO_PERSISTENCIA_OS_PARTE_2_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"353";"M13.43";"M13";"Persistencia Java: JDBC, JPA, Hibernate e Spring Data";"CONCLUIDA_GERADA";"Revisao tecnica";"Revisao tecnica JDBC JPA Hibernate Spring Data";"353_M13_43_REVISAO_TECNICA_JDBC_JPA_HIBERNATE_SPRING_DATA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"354";"M13.44";"M13";"Persistencia Java: JDBC, JPA, Hibernate e Spring Data";"CONCLUIDA_GERADA";"Avaliacao pratica";"Prova pratica persistencia";"354_M13_44_PROVA_PRATICA_PERSISTENCIA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"355";"M13.45";"M13";"Persistencia Java: JDBC, JPA, Hibernate e Spring Data";"CONCLUIDA_GERADA";"Fechamento de modulo";"Fechamento do Modulo 13 persistencia Java";"355_M13_45_FECHAMENTO_DO_MODULO_13_PERSISTENCIA_JAVA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"356";"M14.01";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Spring Boot visao geral";"356_M14_01_SPRING_BOOT_VISAO_GERAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"357";"M14.02";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Projeto pratico guiado";"Spring Initializr e estrutura do projeto";"357_M14_02_SPRING_INITIALIZR_E_ESTRUTURA_DO_PROJETO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"358";"M14.03";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Main Application e auto configuration";"358_M14_03_MAIN_APPLICATION_E_AUTO_CONFIGURATION_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"359";"M14.04";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Application properties YAML e profiles";"359_M14_04_APPLICATION_PROPERTIES_YAML_E_PROFILES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"360";"M14.05";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Beans Component Service Repository Configuration";"360_M14_05_BEANS_COMPONENT_SERVICE_REPOSITORY_CONFIGURATION_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"361";"M14.06";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Injecao de dependencia constructor injection";"361_M14_06_INJECAO_DE_DEPENDENCIA_CONSTRUCTOR_INJECTION_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"362";"M14.07";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Ciclo de vida de beans";"362_M14_07_CICLO_DE_VIDA_DE_BEANS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"363";"M14.08";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Controller REST primeiros endpoints";"363_M14_08_CONTROLLER_REST_PRIMEIROS_ENDPOINTS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"364";"M14.09";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"HTTP e REST de verdade";"364_M14_09_HTTP_E_REST_DE_VERDADE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"365";"M14.10";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Request body PathVariable RequestParam";"365_M14_10_REQUEST_BODY_PATHVARIABLE_REQUESTPARAM_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"366";"M14.11";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"ResponseEntity status headers body";"366_M14_11_RESPONSEENTITY_STATUS_HEADERS_BODY_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"367";"M14.12";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"DTO request response";"367_M14_12_DTO_REQUEST_RESPONSE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"368";"M14.13";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Mappers manuais";"368_M14_13_MAPPERS_MANUAIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"369";"M14.14";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Bean Validation";"369_M14_14_BEAN_VALIDATION_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"370";"M14.15";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Validacoes customizadas";"370_M14_15_VALIDACOES_CUSTOMIZADAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"371";"M14.16";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Service layer use cases e transacoes";"371_M14_16_SERVICE_LAYER_USE_CASES_E_TRANSACOES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"372";"M14.17";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Repository layer Spring Data";"372_M14_17_REPOSITORY_LAYER_SPRING_DATA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"373";"M14.18";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Exception Handler global";"373_M14_18_EXCEPTION_HANDLER_GLOBAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"374";"M14.19";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Problem Details e padrao de erro";"374_M14_19_PROBLEM_DETAILS_E_PADRAO_DE_ERRO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"375";"M14.20";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"CRUD completo parte 1";"375_M14_20_CRUD_COMPLETO_PARTE_1_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"376";"M14.21";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"CRUD completo parte 2";"376_M14_21_CRUD_COMPLETO_PARTE_2_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"377";"M14.22";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"PUT vs PATCH";"377_M14_22_PUT_VS_PATCH_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"378";"M14.23";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Paginacao e ordenacao em API";"378_M14_23_PAGINACAO_E_ORDENACAO_EM_API_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"379";"M14.24";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Filtros dinamicos e Specifications";"379_M14_24_FILTROS_DINAMICOS_E_SPECIFICATIONS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"380";"M14.25";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"OpenAPI Swagger";"380_M14_25_OPENAPI_SWAGGER_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"381";"M14.26";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"OpenAPI contract first e governanca de contrato";"381_M14_26_OPENAPI_CONTRACT_FIRST_E_GOVERNANCA_DE_CONTRATO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"382";"M14.27";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Versionamento de APIs compatibilidade e depreciacao";"382_M14_27_VERSIONAMENTO_DE_APIS_COMPATIBILIDADE_E_DEPRECIACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"383";"M14.28";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Profiles por ambiente e configuracao segura";"383_M14_28_PROFILES_POR_AMBIENTE_E_CONFIGURACAO_SEGURA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"384";"M14.29";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Logging em APIs";"384_M14_29_LOGGING_EM_APIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"385";"M14.30";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Filters e interceptors";"385_M14_30_FILTERS_E_INTERCEPTORS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"386";"M14.31";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Eventos internos Spring";"386_M14_31_EVENTOS_INTERNOS_SPRING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"387";"M14.32";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Async no Spring";"387_M14_32_ASYNC_NO_SPRING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"388";"M14.33";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Cache com Spring Redis";"388_M14_33_CACHE_COM_SPRING_REDIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"389";"M14.34";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Rate limiting";"389_M14_34_RATE_LIMITING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"390";"M14.35";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Upload download";"390_M14_35_UPLOAD_DOWNLOAD_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"391";"M14.36";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Scheduler";"391_M14_36_SCHEDULER_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"392";"M14.37";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Email e notificação simples";"392_M14_37_EMAIL_E_NOTIFICACAO_SIMPLES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"393";"M14.38";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Testes de controller com MockMvc";"393_M14_38_TESTES_DE_CONTROLLER_COM_MOCKMVC_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"394";"M14.39";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Testes de service em Spring";"394_M14_39_TESTES_DE_SERVICE_EM_SPRING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"395";"M14.40";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Testes de integração Spring com Testcontainers";"395_M14_40_TESTES_DE_INTEGRACAO_SPRING_COM_TESTCONTAINERS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"396";"M14.41";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Testes de contrato introdução";"396_M14_41_TESTES_DE_CONTRATO_INTRODUCAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"397";"M14.42";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Observabilidade inicial com Actuator";"397_M14_42_OBSERVABILIDADE_INICIAL_COM_ACTUATOR_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"398";"M14.43";"M14";"Spring Boot, REST APIs e backend profissional";"PENDENTE_RECUPERACAO_ARQUIVO_AUSENTE";"Aula pratica guiada";"Health readiness liveness";"398_M14_43_HEALTH_READINESS_LIVENESS_OFICIAL.md";"Arquivo ausente em docs/aulas na auditoria pos-474. Deve ser reconstruido antes de gerar aula 475, usando a ponte da aula 397 e a abertura da aula 399: health, liveness, readiness, /livez, /readyz, ApplicationAvailability, grupos de health e probes operacionais, sem Kubernetes profundo.";"AUDITORIA_DOCS_AULAS_POS_474_GAP_REAL";"Primeiro recuperar esta aula faltante. Depois validar e somente entao continuar para a aula 475."
"399";"M14.44";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Dockerizando API Spring";"399_M14_44_DOCKERIZANDO_API_SPRING_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"400";"M14.45";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Compose API PostgreSQL Redis";"400_M14_45_COMPOSE_API_POSTGRESQL_REDIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"401";"M14.46";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Coleção Postman/Insomnia profissional";"401_M14_46_COLECAO_POSTMAN_INSOMNIA_PROFISSIONAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"402";"M14.47";"M14";"Spring Boot, REST APIs e backend profissional";"CONCLUIDA_GERADA";"Aula pratica guiada";"Documentação técnica da API";"402_M14_47_DOCUMENTACAO_TECNICA_DA_API_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
