"numero_aula";"arquivo_md";"h1";"titulo_extraido";"tamanho_bytes";"atualizado_em"
"255";"255_M11_11_ASSERTJ_ASSERTIONS_FLUENTES_TESTES_LEGIVEIS_OFICIAL.md";"# 255 — M11.11 — AssertJ: assertions fluentes e testes mais legíveis";"# 255 — M11.11 — AssertJ: assertions fluentes e testes mais legíveis";"49255";"2026-07-09 10:00:35"
"256";"256_M11_12_TDD_ESTRATEGIA_TESTES_BACKEND_PIRAMIDE_QUALIDADE_OFICIAL.md";"# 256 — M11.12 — TDD e estratégia de testes no Backend: pirâmide, qualidade e engenharia";"# 256 — M11.12 — TDD e estratégia de testes no Backend: pirâmide, qualidade e engenharia";"43653";"2026-07-09 10:05:15"
"257";"257_M11_13_JACOCO_COBERTURA_TESTES_RELATORIOS_QUALIDADE_BUILD_OFICIAL.md";"# 257 — M11.13 — JaCoCo: cobertura de testes, relatórios e qualidade no build";"# 257 — M11.13 — JaCoCo: cobertura de testes, relatórios e qualidade no build";"41465";"2026-07-09 10:09:22"
"258";"258_M11_14_SONARQUBE_QUALIDADE_CODIGO_QUALITY_GATE_ANALISE_ESTATICA_OFICIAL.md";"# 258 — M11.14 — SonarQube: qualidade de código, análise estática, quality gate e rotina profissional";"# 258 — M11.14 — SonarQube: qualidade de código, análise estática, quality gate e rotina profissional";"39948";"2026-07-09 10:13:55"
"259";"259_M11_15_DOCKER_JAVA_BACKEND_CONTAINERS_IMAGENS_DOCKERFILE_COMPOSE_OFICIAL.md";"# 259 — M11.15 — Docker para Java Backend: containers, imagens, Dockerfile e Docker Compose";"# 259 — M11.15 — Docker para Java Backend: containers, imagens, Dockerfile e Docker Compose";"34604";"2026-07-09 10:29:15"
"260";"260_M11_16_DOCKER_COMPOSE_PROFISSIONAL_POSTGRESQL_REDIS_REDES_VOLUMES_HEALTHCHECK_AMBIENTE_LOCAL_BACKEND_OFICIAL.md";"# 260 — M11.16 — Docker Compose profissional com PostgreSQL, Redis, redes, volumes, healthcheck e ambiente local de backend";"# 260 — M11.16 — Docker Compose profissional com PostgreSQL, Redis, redes, volumes, healthcheck e ambiente local de backend";"35787";"2026-07-09 13:06:22"
"261";"261_M11_17_CI_CD_GITHUB_ACTIONS_E_PIPELINE_JAVA_BACKEND_CONCEITOS_WORKFLOW_E_GATILHOS_OFICIAL.md";"# 261 — M11.17 — CI/CD, GitHub Actions e pipeline Java Backend: conceitos, workflow e gatilhos";"# 261 — M11.17 — CI/CD, GitHub Actions e pipeline Java Backend: conceitos, workflow e gatilhos";"36763";"2026-07-09 18:10:27"
"262";"262_M11_18_PIPELINE_MAVEN_COM_TESTES_JACOCO_RELATORIOS_E_ARTEFATOS_OFICIAL.md";"# 262 — M11.18 — Pipeline Maven com testes, JaCoCo, relatórios e artefatos";"# 262 — M11.18 — Pipeline Maven com testes, JaCoCo, relatórios e artefatos";"38271";"2026-07-09 18:10:33"
"263";"263_M11_19_PIPELINE_DOCKER_BUILD_TAGS_REGISTRY_SECRETS_E_IMAGEM_VERSIONADA_OFICIAL.md";"# 263 — M11.19 — Pipeline Docker: build, tags, registry, secrets e imagem versionada";"# 263 — M11.19 — Pipeline Docker: build, tags, registry, secrets e imagem versionada";"38743";"2026-07-09 18:10:36"
"264";"264_M11_20_CHECKSTYLE_SPOTLESS_E_FORMATACAO_AUTOMATIZADA_COM_CRITERIO_OFICIAL.md";"# 264 — M11.20 — Checkstyle, Spotless e formatação automatizada com critério";"# 264 — M11.20 — Checkstyle, Spotless e formatação automatizada com critério";"36880";"2026-07-09 18:10:38"
"265";"265_M11_21_SEGURANCA_DE_DEPENDENCIAS_SCA_SBOM_DEPENDABOT_E_SUPPLY_CHAIN_OFICIAL.md";"# 265 — M11.21 — Segurança de dependências: SCA, SBOM, Dependabot e supply chain";"# 265 — M11.21 — Segurança de dependências: SCA, SBOM, Dependabot e supply chain";"39970";"2026-07-09 18:10:41"
"266";"266_M11_22_TESTCONTAINERS_COM_POSTGRESQL_TESTES_DE_INTEGRACAO_REAIS_E_DESCARTAVEIS_OFICIAL.md";"# 266 — M11.22 — Testcontainers com PostgreSQL: testes de integração reais e descartáveis";"# 266 — M11.22 — Testcontainers com PostgreSQL: testes de integração reais e descartáveis";"43416";"2026-07-09 18:10:44"
"267";"267_M11_23_WIREMOCK_CONTRATOS_HTTP_E_SERVICOS_EXTERNOS_FAKE_OFICIAL.md";"# 267 — M11.23 — WireMock, contratos HTTP e serviços externos fake";"# 267 — M11.23 — WireMock, contratos HTTP e serviços externos fake";"40566";"2026-07-09 18:10:46"
"268";"268_M11_24_ARCHUNIT_REGRAS_ARQUITETURAIS_AUTOMATIZADAS_E_PROTECAO_DE_CAMADAS_OFICIAL.md";"# 268 — M11.24 — ArchUnit: regras arquiteturais automatizadas e proteção de camadas";"# 268 — M11.24 — ArchUnit: regras arquiteturais automatizadas e proteção de camadas";"39560";"2026-07-09 18:10:50"
"269";"269_M11_25_MINI_PROJETO_FERRAMENTAS_PIPELINE_DOCKER_TESTCONTAINERS_WIREMOCK_ARCHUNIT_E_QUALIDADE_OFICIAL.md";"# 269 — M11.25 — Mini-projeto ferramentas: pipeline, Docker, Testcontainers, WireMock, ArchUnit e qualidade";"# 269 — M11.25 — Mini-projeto ferramentas: pipeline, Docker, Testcontainers, WireMock, ArchUnit e qualidade";"56733";"2026-07-09 18:10:52"
"270";"270_M11_26_FECHAMENTO_DO_M11_E_TRANSICAO_PARA_SQL_POSTGRESQL_E_MODELAGEM_RELACIONAL_OFICIAL.md";"# 270 — M11.26 — Fechamento do M11 e transição para SQL, PostgreSQL e modelagem relacional";"# 270 — M11.26 — Fechamento do M11 e transição para SQL, PostgreSQL e modelagem relacional";"25352";"2026-07-09 18:10:55"
"271";"271_M12_01_INTRODUCAO_AO_SQL_POSTGRESQL_E_MODELAGEM_RELACIONAL_PARA_JAVA_BACKEND_OFICIAL.md";"# 271 - M12.01 - Introducao ao SQL, PostgreSQL e modelagem relacional para Java Backend";"Introducao ao SQL, PostgreSQL e modelagem relacional para Java Backend";"37862";"2026-07-10 09:48:40"
"272";"272_M12_02_DBEAVER_PSQL_SCHEMAS_E_ROTINA_DE_TRABALHO_OFICIAL.md";"# 272 - M12.02 - DBeaver psql schemas e rotina de trabalho";"DBeaver psql schemas e rotina de trabalho";"40288";"2026-07-10 10:00:57"
"273";"273_M12_03_TIPOS_DE_DADOS_POSTGRESQL_COM_CRITERIO_OFICIAL.md";"# 273 - M12.03 - Tipos de dados PostgreSQL com criterio";"Tipos de dados PostgreSQL com criterio";"41945";"2026-07-10 10:07:50"
"274";"274_M12_04_DDL_CREATE_TABLE_ALTER_TABLE_DROP_TABLE_OFICIAL.md";"# 274 - M12.04 - DDL create table alter table drop table";"DDL create table alter table drop table";"39226";"2026-07-10 10:12:37"
"275";"275_M12_05_PRIMARY_KEY_FOREIGN_KEY_E_INTEGRIDADE_REFERENCIAL_OFICIAL.md";"# 275 - M12.05 - Primary key foreign key e integridade referencial";"Primary key foreign key e integridade referencial";"38567";"2026-07-10 10:18:13"
"276";"276_M12_06_CONSTRAINTS_NOT_NULL_UNIQUE_CHECK_DEFAULT_OFICIAL.md";"# 276 - M12.06 - Constraints not null unique check default";"Constraints not null unique check default";"45339";"2026-07-10 10:25:35"
"277";"277_M12_07_INSERT_UPDATE_DELETE_E_RETORNO_DE_DADOS_OFICIAL.md";"# 277 - M12.07 - Insert update delete e retorno de dados";"Insert update delete e retorno de dados";"41499";"2026-07-10 10:28:51"
"278";"278_M12_08_SELECT_WHERE_ORDER_BY_LIMIT_OFFSET_OFICIAL.md";"# 278 - M12.08 - Select where order by limit offset";"Select where order by limit offset";"37449";"2026-07-10 10:32:14"
"279";"279_M12_09_OPERADORES_FILTROS_LIKE_BETWEEN_IN_IS_NULL_OFICIAL.md";"# 279 - M12.09 - Operadores filtros like between in is null";"Operadores filtros like between in is null";"37839";"2026-07-10 10:34:51"
"280";"280_M12_10_JOINS_INNER_LEFT_RIGHT_FULL_E_CROSS_COM_CRITERIO_OFICIAL.md";"# 280 - M12.10 - Joins inner left right full e cross com criterio";"Joins inner left right full e cross com criterio";"38899";"2026-07-10 10:39:55"
"281";"281_M12_11_MODELAGEM_CONCEITUAL_ENTIDADES_ATRIBUTOS_RELACIONAMENTOS_OFICIAL.md";"# 281 - M12.11 - Modelagem conceitual entidades atributos relacionamentos";"Modelagem conceitual entidades atributos relacionamentos";"38415";"2026-07-10 10:42:27"
"282";"282_M12_12_MODELAGEM_LOGICA_CARDINALIDADE_E_CHAVES_OFICIAL.md";"# 282 - M12.12 - Modelagem logica cardinalidade e chaves";"Modelagem logica cardinalidade e chaves";"40237";"2026-07-10 10:47:13"
"283";"283_M12_13_NORMALIZACAO_PRIMEIRA_SEGUNDA_E_TERCEIRA_FORMA_NORMAL_OFICIAL.md";"# 283 - M12.13 - Normalizacao primeira segunda e terceira forma normal";"Normalizacao primeira segunda e terceira forma normal";"41561";"2026-07-10 10:50:24"
"284";"284_M12_14_RELACIONAMENTO_UM_PARA_MUITOS_OFICIAL.md";"# 284 - M12.14 - Relacionamento um para muitos";"Relacionamento um para muitos";"38682";"2026-07-10 10:53:39"
"285";"285_M12_15_RELACIONAMENTO_MUITOS_PARA_MUITOS_COM_TABELA_ASSOCIATIVA_OFICIAL.md";"# 285 - M12.15 - Relacionamento muitos para muitos com tabela associativa";"Relacionamento muitos para muitos com tabela associativa";"41557";"2026-07-10 10:56:34"
"286";"286_M12_16_GROUP_BY_HAVING_E_AGREGACOES_OFICIAL.md";"# 286 - M12.16 - Group by having e agregacoes";"Group by having e agregacoes";"41330";"2026-07-10 11:02:09"
"287";"287_M12_17_SUBQUERIES_CORRELACIONADAS_E_NAO_CORRELACIONADAS_OFICIAL.md";"# 287 - M12.17 - Subqueries correlacionadas e nao correlacionadas";"Subqueries correlacionadas e nao correlacionadas";"41816";"2026-07-10 11:06:57"
"288";"288_M12_18_CTE_COMMON_TABLE_EXPRESSIONS_OFICIAL.md";"# 288 - M12.18 - CTE common table expressions";"CTE common table expressions";"43812";"2026-07-10 11:17:59"
"289";"289_M12_19_VIEWS_E_MATERIALIZED_VIEWS_CONCEITUAL_OFICIAL.md";"# 289 - M12.19 - Views e materialized views conceitual";"Views e materialized views conceitual";"44916";"2026-07-10 11:21:34"
"290";"290_M12_20_FUNCOES_DE_DATA_TEXTO_NUMEROS_E_CASE_WHEN_OFICIAL.md";"# 290 - M12.20 - Funcoes de data texto numeros e case when";"Funcoes de data texto numeros e case when";"46165";"2026-07-10 11:26:46"
"291";"291_M12_21_INDICES_BTREE_UNIQUE_E_CRITERIOS_DE_USO_OFICIAL.md";"# 291 - M12.21 - Indices btree unique e criterios de uso";"Indices btree unique e criterios de uso";"44893";"2026-07-10 11:30:39"
"292";"292_M12_22_EXPLAIN_EXPLAIN_ANALYZE_E_LEITURA_DE_PLANO_OFICIAL.md";"# 292 - M12.22 - Explain explain analyze e leitura de plano";"Explain explain analyze e leitura de plano";"44468";"2026-07-10 11:34:05"
"293";"293_M12_23_TRANSACOES_ACID_BEGIN_COMMIT_ROLLBACK_OFICIAL.md";"# 293 - M12.23 - Transacoes ACID begin commit rollback";"Transacoes ACID begin commit rollback";"44710";"2026-07-10 11:37:52"
"294";"294_M12_24_ISOLAMENTO_READ_COMMITTED_REPEATABLE_READ_SERIALIZABLE_OFICIAL.md";"# 294 - M12.24 - Isolamento read committed repeatable read serializable";"Isolamento read committed repeatable read serializable";"44550";"2026-07-10 11:43:07"
"295";"295_M12_25_LOCKS_DEADLOCKS_E_DIAGNOSTICO_INICIAL_OFICIAL.md";"# 295 - M12.25 - Locks deadlocks e diagnostico inicial";"Locks deadlocks e diagnostico inicial";"44255";"2026-07-10 11:47:05"
"296";"296_M12_26_PAGINACAO_SQL_OFFSET_KEYSET_E_TRADEOFFS_OFICIAL.md";"# 296 - M12.26 - Paginacao SQL offset keyset e tradeoffs";"Paginacao SQL offset keyset e tradeoffs";"45184";"2026-07-10 11:54:00"
"297";"297_M12_27_MODELAGEM_OS_CLIENTE_ATIVIDADE_PRODUTO_E_PAGAMENTO_OFICIAL.md";"# 297 - M12.27 - Modelagem OS cliente atividade produto e pagamento";"Modelagem OS cliente atividade produto e pagamento";"47454";"2026-07-10 12:01:52"
"298";"298_M12_28_CONSULTAS_DE_RELATORIO_PARA_BACKEND_OFICIAL.md";"# 298 - M12.28 - Consultas de relatorio para backend";"Consultas de relatorio para backend";"48627";"2026-07-10 12:05:29"
"299";"299_M12_29_PERFORMANCE_INICIAL_DE_SQL_OFICIAL.md";"# 299 - M12.29 - Performance inicial de SQL";"Performance inicial de SQL";"47627";"2026-07-10 12:09:53"
"300";"300_M12_30_SCRIPTS_VERSIONADOS_E_MIGRACOES_CONCEITUAIS_OFICIAL.md";"# 300 - M12.30 - Scripts versionados e migracoes conceituais";"Scripts versionados e migracoes conceituais";"43056";"2026-07-10 12:14:29"
"301";"301_M12_31_FLYWAY_CONCEITUAL_ANTES_DO_SPRING_OFICIAL.md";"# 301 - M12.31 - Flyway conceitual antes do Spring";"Flyway conceitual antes do Spring";"43664";"2026-07-10 12:18:28"
"302";"302_M12_32_CARGA_DE_MASSA_SEED_E_DADOS_DE_TESTE_OFICIAL.md";"# 302 - M12.32 - Carga de massa seed e dados de teste";"Carga de massa seed e dados de teste";"49531";"2026-07-10 12:24:10"
"303";"303_M12_33_BACKUP_RESTORE_E_CUIDADOS_LOCAIS_OFICIAL.md";"# 303 - M12.33 - Backup restore e cuidados locais";"Backup restore e cuidados locais";"49306";"2026-07-10 12:29:52"
"304";"304_M12_34_USUARIOS_PERMISSOES_E_SEGURANCA_BASICA_NO_POSTGRESQL_OFICIAL.md";"# 304 - M12.34 - Usuarios permissoes e seguranca basica no PostgreSQL";"Usuarios permissoes e seguranca basica no PostgreSQL";"46141";"2026-07-10 12:33:35"
"305";"305_M12_35_FUNCOES_WINDOW_INTRODUCAO_PARA_RELATORIOS_OFICIAL.md";"# 305 - M12.35 - Funcoes window introducao para relatorios";"Funcoes window introducao para relatorios";"44153";"2026-07-10 12:36:52"
"306";"306_M12_36_JSONB_NO_POSTGRESQL_QUANDO_USAR_E_QUANDO_EVITAR_OFICIAL.md";"# 306 - M12.36 - JSONB no PostgreSQL quando usar e quando evitar";"JSONB no PostgreSQL quando usar e quando evitar";"50770";"2026-07-10 12:41:42"
"307";"307_M12_37_PROJETO_BANCO_OS_PARTE_1_MODELO_FISICO_OFICIAL.md";"# 307 - M12.37 - Projeto banco OS parte 1 modelo fisico";"Projeto banco OS parte 1 modelo fisico";"55080";"2026-07-10 12:49:46"
"308";"308_M12_38_PROJETO_BANCO_OS_PARTE_2_CONSULTAS_E_RELATORIOS_OFICIAL.md";"# 308 - M12.38 - Projeto banco OS parte 2 consultas e relatorios";"Projeto banco OS parte 2 consultas e relatorios";"46290";"2026-07-10 12:55:52"
"309";"309_M12_39_REVISAO_TECNICA_SQL_POSTGRESQL_E_SIMULADO_OFICIAL.md";"# 309 - M12.39 - Revisao tecnica SQL PostgreSQL e simulado";"Revisao tecnica SQL PostgreSQL e simulado";"45350";"2026-07-10 12:58:46"
"310";"310_M12_40_FECHAMENTO_DO_MODULO_12_SQL_POSTGRESQL_OFICIAL.md";"# 310 - M12.40 - Fechamento do Modulo 12 SQL PostgreSQL";"Fechamento do Modulo 12 SQL PostgreSQL";"48480";"2026-07-10 13:02:29"
"311";"311_M13_01_JDBC_VISAO_GERAL_E_DRIVER_POSTGRESQL_OFICIAL.md";"# 311 - M13.01 - JDBC visao geral e driver PostgreSQL";"JDBC visao geral e driver PostgreSQL";"51106";"2026-07-10 13:06:30"
"312";"312_M13_02_CONNECTION_DRIVERMANAGER_E_DATASOURCE_CONCEITUAL_OFICIAL.md";"# 312 - M13.02 - Connection DriverManager e DataSource conceitual";"Connection DriverManager e DataSource conceitual";"58137";"2026-07-10 14:09:27"
"313";"313_M13_03_PREPAREDSTATEMENT_E_SQL_INJECTION_OFICIAL.md";"# 313 - M13.03 - PreparedStatement e SQL Injection";"PreparedStatement e SQL Injection";"51573";"2026-07-10 13:21:27"
"314";"314_M13_04_RESULTSET_MAPEAMENTO_MANUAL_E_TIPOS_OFICIAL.md";"# 314 - M13.04 - ResultSet mapeamento manual e tipos";"ResultSet mapeamento manual e tipos";"58680";"2026-07-10 13:28:08"
"315";"315_M13_05_DAO_INICIAL_COM_RESPONSABILIDADE_CLARA_OFICIAL.md";"# 315 - M13.05 - DAO inicial com responsabilidade clara";"DAO inicial com responsabilidade clara";"55479";"2026-07-10 13:35:57"
"316";"316_M13_06_REPOSITORY_PATTERN_SEM_SPRING_OFICIAL.md";"# 316 - M13.06 - Repository Pattern sem Spring";"Repository Pattern sem Spring";"57876";"2026-07-10 13:50:51"
"317";"317_M13_07_TRATAMENTO_DE_EXCECOES_EM_JDBC_OFICIAL.md";"# 317 - M13.07 - Tratamento de excecoes em JDBC";"Tratamento de excecoes em JDBC";"54285";"2026-07-10 14:01:05"
"318";"318_M13_08_TRANSACOES_COM_JDBC_COMMIT_ROLLBACK_OFICIAL.md";"# 318 - M13.08 - Transacoes com JDBC commit rollback";"Transacoes com JDBC commit rollback";"59354";"2026-07-10 14:08:54"
"319";"319_M13_09_CONNECTION_POOL_E_HIKARICP_CONCEITUAL_OFICIAL.md";"# 319 - M13.09 - Connection pool e HikariCP conceitual";"Connection pool e HikariCP conceitual";"51974";"2026-07-10 15:00:45"
"320";"320_M13_10_MINI_PROJETO_JDBC_CRUD_OS_PARTE_1_OFICIAL.md";"# 320 - M13.10 - Mini projeto JDBC CRUD OS parte 1";"Mini projeto JDBC CRUD OS parte 1";"56322";"2026-07-10 14:22:02"
"321";"321_M13_11_MINI_PROJETO_JDBC_CRUD_OS_PARTE_2_OFICIAL.md";"# 321 - M13.11 - Mini projeto JDBC CRUD OS parte 2";"Mini projeto JDBC CRUD OS parte 2";"49183";"2026-07-10 14:26:23"
"322";"322_M13_12_FLYWAY_NA_PRATICA_COM_MAVEN_OFICIAL.md";"# 322 - M13.12 - Flyway na pratica com Maven";"Flyway na pratica com Maven";"46760";"2026-07-10 14:42:10"
"323";"323_M13_13_JPA_CONCEITOS_FUNDAMENTAIS_OFICIAL.md";"# 323 - M13.13 - JPA conceitos fundamentais";"JPA conceitos fundamentais";"51131";"2026-07-10 14:46:29"
"324";"324_M13_14_HIBERNATE_COMO_IMPLEMENTACAO_JPA_OFICIAL.md";"# 324 - M13.14 - Hibernate como implementacao JPA";"Hibernate como implementacao JPA";"44898";"2026-07-10 14:50:12"
"325";"325_M13_15_ENTITY_ID_GENERATEDVALUE_COLUMN_OFICIAL.md";"# 325 - M13.15 - Entity Id GeneratedValue Column";"Entity Id GeneratedValue Column";"43789";"2026-07-10 14:58:10"
"326";"326_M13_16_EMBEDDABLE_E_OBJETOS_DE_VALOR_PERSISTIDOS_OFICIAL.md";"# 326 - M13.16 - Embeddable e objetos de valor persistidos";"Embeddable e objetos de valor persistidos";"52028";"2026-07-10 15:02:03"
"327";"327_M13_17_ENTITYMANAGER_PERSIST_FIND_MERGE_REMOVE_OFICIAL.md";"# 327 - M13.17 - EntityManager persist find merge remove";"EntityManager persist find merge remove";"42110";"2026-07-10 15:05:06"
"328";"328_M13_18_CICLO_DE_VIDA_DA_ENTIDADE_OFICIAL.md";"# 328 - M13.18 - Ciclo de vida da entidade";"Ciclo de vida da entidade";"43719";"2026-07-10 15:35:48"
"329";"329_M13_19_PERSISTENCE_CONTEXT_E_IDENTIDADE_OFICIAL.md";"# 329 - M13.19 - Persistence context e identidade";"Persistence context e identidade";"47767";"2026-07-10 15:39:24"
"330";"330_M13_20_DIRTY_CHECKING_OFICIAL.md";"# 330 - M13.20 - Dirty checking";"Dirty checking";"45977";"2026-07-10 15:43:03"
"331";"331_M13_21_FLUSH_CLEAR_DETACH_E_REFRESH_OFICIAL.md";"# 331 - M13.21 - Flush clear detach e refresh";"Flush clear detach e refresh";"49598";"2026-07-10 16:02:30"
"332";"332_M13_22_RELACIONAMENTO_MANYTOONE_OFICIAL.md";"# 332 - M13.22 - Relacionamento ManyToOne";"Relacionamento ManyToOne";"50824";"2026-07-10 16:08:22"
"333";"333_M13_23_RELACIONAMENTO_ONETOMANY_OFICIAL.md";"# 333 - M13.23 - Relacionamento OneToMany";"Relacionamento OneToMany";"48549";"2026-07-10 16:16:53"
"334";"334_M13_24_MANYTOMANY_COM_CRITERIO_OFICIAL.md";"# 334 - M13.24 - ManyToMany com criterio";"ManyToMany com criterio";"46975";"2026-07-10 16:21:31"
"335";"335_M13_25_CASCADE_ORPHANREMOVAL_E_RESPONSABILIDADE_OFICIAL.md";"# 335 - M13.25 - Cascade OrphanRemoval e responsabilidade";"Cascade OrphanRemoval e responsabilidade";"46957";"2026-07-10 16:26:45"
"336";"336_M13_26_FETCH_LAZY_EAGER_E_PROXY_OFICIAL.md";"# 336 - M13.26 - Fetch lazy eager e proxy";"Fetch lazy eager e proxy";"45132";"2026-07-10 16:30:09"
"337";"337_M13_27_PROBLEMA_N_MAIS_UM_OFICIAL.md";"# 337 - M13.27 - Problema N mais um";"Problema N mais um";"44660";"2026-07-10 16:33:34"
"338";"338_M13_28_JPQL_SELECT_JOIN_FETCH_OFICIAL.md";"# 338 - M13.28 - JPQL select join fetch";"JPQL select join fetch";"46749";"2026-07-10 16:37:08"
"339";"339_M13_29_CRITERIA_API_E_SPECIFICATIONS_OFICIAL.md";"# 339 - M13.29 - Criteria API e Specifications";"Criteria API e Specifications";"55884";"2026-07-10 16:40:38"
"340";"340_M13_30_PROJECTIONS_DTO_INTERFACE_E_RECORD_OFICIAL.md";"# 340 - M13.30 - Projections DTO interface e record";"Projections DTO interface e record";"51751";"2026-07-10 16:45:57"
"341";"341_M13_31_PAGINACAO_E_ORDENACAO_COM_JPA_OFICIAL.md";"# 341 - M13.31 - Paginacao e ordenacao com JPA";"Paginacao e ordenacao com JPA";"50841";"2026-07-10 16:50:29"
"342";"342_M13_32_LOCK_OTIMISTA_OFICIAL.md";"# 342 - M13.32 - Lock otimista";"Lock otimista";"48237";"2026-07-10 16:55:06"
"343";"343_M13_33_LOCK_PESSIMISTA_OFICIAL.md";"# 343 - M13.33 - Lock pessimista";"Lock pessimista";"48917";"2026-07-10 16:59:18"
"344";"344_M13_34_AUDITORIA_CREATEDAT_UPDATEDAT_USUARIO_OFICIAL.md";"# 344 - M13.34 - Auditoria CreatedAt UpdatedAt usuario";"Auditoria CreatedAt UpdatedAt usuario";"46396";"2026-07-10 17:05:49"
"345";"345_M13_35_SPRING_DATA_REPOSITORY_CONCEITOS_OFICIAL.md";"# 345 - M13.35 - Spring Data Repository conceitos";"Spring Data Repository conceitos";"52121";"2026-07-10 17:11:32"
"346";"346_M13_36_QUERIES_DERIVADAS_OFICIAL.md";"# 346 - M13.36 - Queries derivadas";"Queries derivadas";"48602";"2026-07-10 17:15:54"
"347";"347_M13_37_QUERY_ANNOTATION_NATIVE_QUERY_E_JPQL_OFICIAL.md";"# 347 - M13.37 - Query annotation native query e JPQL";"Query annotation native query e JPQL";"51257";"2026-07-10 17:21:17"
"348";"348_M13_38_TRANSACOES_COM_SPRING_DATA_OFICIAL.md";"# 348 - M13.38 - Transacoes com Spring Data";"Transacoes com Spring Data";"53999";"2026-07-10 17:25:21"
"349";"349_M13_39_TESTES_DE_REPOSITORY_COM_TESTCONTAINERS_OFICIAL.md";"# 349 - M13.39 - Testes de Repository com Testcontainers";"Testes de Repository com Testcontainers";"51832";"2026-07-10 17:29:43"
"350";"350_M13_40_MIGRATIONS_INTEGRADAS_COM_PERSISTENCIA_OFICIAL.md";"# 350 - M13.40 - Migrations integradas com persistencia";"Migrations integradas com persistencia";"47218";"2026-07-10 17:36:14"
"351";"351_M13_41_PROJETO_PERSISTENCIA_OS_PARTE_1_OFICIAL.md";"# 351 - M13.41 - Projeto persistencia OS parte 1";"Projeto persistencia OS parte 1";"49323";"2026-07-10 17:39:39"
"352";"352_M13_42_PROJETO_PERSISTENCIA_OS_PARTE_2_OFICIAL.md";"# 352 - M13.42 - Projeto persistencia OS parte 2";"Projeto persistencia OS parte 2";"43492";"2026-07-10 17:43:13"
"353";"353_M13_43_REVISAO_TECNICA_JDBC_JPA_HIBERNATE_SPRING_DATA_OFICIAL.md";"# 353 - M13.43 - Revisao tecnica JDBC JPA Hibernate Spring Data";"Revisao tecnica JDBC JPA Hibernate Spring Data";"39760";"2026-07-10 17:46:59"
"354";"354_M13_44_PROVA_PRATICA_PERSISTENCIA_OFICIAL.md";"# 354 - M13.44 - Prova pratica persistencia";"Prova pratica persistencia";"40854";"2026-07-10 17:54:33"
"355";"355_M13_45_FECHAMENTO_DO_MODULO_13_PERSISTENCIA_JAVA_OFICIAL.md";"# 355 - M13.45 - Fechamento do Modulo 13 persistencia Java";"Fechamento do Modulo 13 persistencia Java";"38437";"2026-07-10 17:58:21"
"356";"356_M14_01_SPRING_BOOT_VISAO_GERAL_OFICIAL.md";"# 356 - M14.01 - Spring Boot visao geral";"Spring Boot visao geral";"42021";"2026-07-10 18:15:13"
"357";"357_M14_02_SPRING_INITIALIZR_E_ESTRUTURA_DO_PROJETO_OFICIAL.md";"# 357 - M14.02 - Spring Initializr e estrutura do projeto";"Spring Initializr e estrutura do projeto";"40359";"2026-07-10 18:27:26"
"358";"358_M14_03_MAIN_APPLICATION_E_AUTO_CONFIGURATION_OFICIAL.md";"# 358 - M14.03 - Main Application e auto configuration";"Main Application e auto configuration";"42517";"2026-07-10 18:27:15"
"359";"359_M14_04_APPLICATION_PROPERTIES_YAML_E_PROFILES_OFICIAL.md";"# 359 - M14.04 - Application properties YAML e profiles";"Application properties YAML e profiles";"48956";"2026-07-10 18:34:43"
"360";"360_M14_05_BEANS_COMPONENT_SERVICE_REPOSITORY_CONFIGURATION_OFICIAL.md";"# 360 - M14.05 - Beans Component Service Repository Configuration";"Beans Component Service Repository Configuration";"47381";"2026-07-10 18:49:01"
"361";"361_M14_06_INJECAO_DE_DEPENDENCIA_CONSTRUCTOR_INJECTION_OFICIAL.md";"# 361 - M14.06 - Injecao de dependencia constructor injection";"Injecao de dependencia constructor injection";"50418";"2026-07-10 18:59:04"
"362";"362_M14_07_CICLO_DE_VIDA_DE_BEANS_OFICIAL.md";"# 362 - M14.07 - Ciclo de vida de beans";"Ciclo de vida de beans";"48821";"2026-07-10 19:11:48"
"363";"363_M14_08_CONTROLLER_REST_PRIMEIROS_ENDPOINTS_OFICIAL.md";"# 363 - M14.08 - Controller REST primeiros endpoints";"Controller REST primeiros endpoints";"45747";"2026-07-10 19:18:30"
"364";"364_M14_09_HTTP_E_REST_DE_VERDADE_OFICIAL.md";"# 364 - M14.09 - HTTP e REST de verdade";"HTTP e REST de verdade";"43650";"2026-07-10 19:56:37"
"365";"365_M14_10_REQUEST_BODY_PATHVARIABLE_REQUESTPARAM_OFICIAL.md";"# 365 - M14.10 - Request body PathVariable RequestParam";"Request body PathVariable RequestParam";"45774";"2026-07-10 20:04:33"
"366";"366_M14_11_RESPONSEENTITY_STATUS_HEADERS_BODY_OFICIAL.md";"# 366 - M14.11 - ResponseEntity status headers body";"ResponseEntity status headers body";"47316";"2026-07-10 20:29:00"
"367";"367_M14_12_DTO_REQUEST_RESPONSE_OFICIAL.md";"# 367 - M14.12 - DTO request response";"DTO request response";"47871";"2026-07-10 20:38:55"
"368";"368_M14_13_MAPPERS_MANUAIS_OFICIAL.md";"# 368 - M14.13 - Mappers manuais";"Mappers manuais";"47687";"2026-07-10 21:00:59"
"369";"369_M14_14_BEAN_VALIDATION_OFICIAL.md";"# 369 - M14.14 - Bean Validation";"Bean Validation";"48700";"2026-07-10 21:08:56"
